dataflow,last update,freq,size_emp,nace_r2,indic_is,unit,geo,year,value,obs_flag,conf_status,dataset,feature,country
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,ES,2023,40.03,,,ai,ai__E_AI_BCDP,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,ES,2024,43.36,,,ai,ai__E_AI_BCDP,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,ES,2025,53.64,,,ai,ai__E_AI_BCDP,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,EU27_2020,2023,42.65,,,ai,ai__E_AI_BCDP,EU-27
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,EU27_2020,2024,48.63,,,ai,ai__E_AI_BCDP,EU-27
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,EU27_2020,2025,52.46,,,ai,ai__E_AI_BCDP,EU-27
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,FI,2021,24.1,,,ai,ai__E_AI_BCDP,Finland
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,FI,2023,36.82,,,ai,ai__E_AI_BCDP,Finland
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,FI,2025,45.67,,,ai,ai__E_AI_BCDP,Finland
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,HR,2021,28.09,,,ai,ai__E_AI_BCDP,Croatia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT_AI_EC,HR,2023,25.6,,,ai,ai__E_AI_BCDP,Croatia
