dataflow,last update,freq,size_emp,nace_r2,indic_is,unit,geo,year,value,obs_flag,conf_status,dataset,feature,country
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,AT,2021,2.02,,,ai,ai__E_AI_BCDP,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,AT,2023,3.99,,,ai,ai__E_AI_BCDP,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,AT,2024,7.06,,,ai,ai__E_AI_BCDP,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,AT,2025,7.47,,,ai,ai__E_AI_BCDP,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,BE,2021,1.51,,,ai,ai__E_AI_BCDP,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,BE,2023,1.98,,,ai,ai__E_AI_BCDP,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,BE,2024,3.29,,,ai,ai__E_AI_BCDP,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,BE,2025,4.98,,,ai,ai__E_AI_BCDP,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,BG,2021,0.9,,,ai,ai__E_AI_BCDP,Bulgaria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,BG,2023,1.25,,,ai,ai__E_AI_BCDP,Bulgaria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,BG,2024,1.29,,,ai,ai__E_AI_BCDP,Bulgaria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-249,C10-S951_X_K,E_AI_BCDP,PC_ENT,BG,2025,2.28,,,ai,ai__E_AI_BCDP,Bulgaria
