geo,country,year,size_emp,nace_r2,target_workflow_automation,security_concern_index,deployment_readiness_index,data_maturity_index,digital_foundation_index,market_digitization_index,ict_constraint_index,governance_maturity_proxy,persona_cluster
PL,Poland,2023,GE10,J62_J63,10.485,14.805357142857144,71.52733333333333,45.562222222222225,48.73333333333333,30.837666666666667,,31.251666666666665,2
PL,Poland,2023,GE10,L,1.08,10.6875,53.511,25.715,25.103333333333335,17.799666666666663,,20.601666666666667,3
PL,Poland,2023,GE10,L68,1.08,10.6875,53.511,25.715,25.103333333333335,17.799666666666663,,20.601666666666667,3
PL,Poland,2023,GE10,L_M,4.005,12.349999999999998,56.95066666666666,32.30833333333333,32.223333333333336,21.881666666666668,,21.76,5
PL,Poland,2023,GE10,M,5.13,12.729642857142858,58.26266666666667,34.69277777777778,34.96666666666667,22.95966666666667,,23.245,5
PL,Poland,2023,GE10,M69-M71,5.73,14.392857142857142,55.63466666666667,31.275000000000002,32.20666666666667,21.124333333333333,,22.455,5
PL,Poland,2023,GE10,M72,2.65,7.359999999999999,,,46.065000000000005,13.468666666666667,,5.456666666666667,0
PL,Poland,2023,GE10,M73-M75,3.635,9.941785714285714,65.59733333333334,46.13666666666666,43.14666666666667,29.241666666666667,,29.26666666666667,5
PL,Poland,2023,GE10,N,2.46,12.930357142857146,44.765666666666675,29.953888888888887,23.72666666666667,25.090999999999998,,19.903333333333332,3
PL,Poland,2023,GE10,N77-N82_X_N79,2.45,13.195714285714287,43.96733333333334,29.39888888888889,22.823333333333334,23.532666666666664,,19.608333333333334,3
PL,Poland,2023,GE10,N79,2.815,7.804642857142857,68.61100000000002,47.01277777777778,53.00666666666666,63.312333333333335,,28.131666666666668,1
PL,Poland,2023,GE10,S951,5.2,16.427857142857142,54.030666666666676,41.39222222222222,39.95666666666667,38.321333333333335,,33.055,5
PL,Poland,2024,GE10,C,2.4000000000000004,11.942142857142857,,,30.316666666666666,28.445,13.213999999999999,13.82,0
PL,Poland,2024,GE10,C-E,2.3499999999999996,11.980357142857143,,,31.28,27.782333333333334,13.067000000000002,12.818333333333335,0
PL,Poland,2024,GE10,C-F,1.78,11.931785714285715,,,28.416666666666668,25.217666666666666,12.661999999999999,12.525000000000002,0
PL,Poland,2024,GE10,C10-C12,1.86,11.448214285714286,,,23.46666666666667,27.092000000000002,12.149000000000001,18.205,0
PL,Poland,2024,GE10,C10-C18,1.5150000000000001,11.012857142857142,,,24.709999999999997,29.771666666666665,13.219999999999999,14.621666666666666,0
PL,Poland,2024,GE10,C10-S951_X_K,2.5549999999999997,12.299642857142858,,,34.40666666666667,31.44166666666667,11.519,16.246666666666666,0
PL,Poland,2024,GE10,C13-C15,0.705,14.794285714285712,,,24.496666666666666,38.138000000000005,23.135,9.898333333333333,0
PL,Poland,2024,GE10,C16-C18,1.565,7.530357142857143,,,26.659999999999997,27.460999999999995,13.035,15.233333333333333,0
PL,Poland,2024,GE10,C19,5.03,22.575,,,100.0,,15.89,24.448333333333334,0
PL,Poland,2024,GE10,C19-C23,3.635,12.882857142857143,,,36.50333333333334,28.535000000000004,13.419999999999998,12.383333333333333,0
PL,Poland,2024,GE10,C20,5.54,12.274285714285714,,,53.644999999999996,36.596666666666664,14.55,18.5,0
PL,Poland,2024,GE10,C21,5.81,7.693571428571429,,,56.144999999999996,2.8033333333333332,14.734,7.956666666666666,0
PL,Poland,2024,GE10,C22_C23,3.1550000000000002,13.084642857142859,,,33.083333333333336,26.743000000000002,13.184000000000001,9.77,0
PL,Poland,2024,GE10,C24_C25,1.87,11.016071428571427,,,27.849999999999998,25.693,13.894,21.521666666666665,0
PL,Poland,2024,GE10,C26,4.04,15.201785714285714,,,54.28,37.580666666666666,24.837,11.136666666666665,0
PL,Poland,2024,GE10,C26-C33,3.275,13.406428571428572,,,36.21333333333333,28.71533333333333,12.970000000000002,13.280000000000001,0
PL,Poland,2024,GE10,C27,4.3,14.721428571428573,,,46.15,27.496000000000002,14.684000000000001,19.273333333333333,0
PL,Poland,2024,GE10,C27_C28,3.19,14.284642857142856,,,42.18333333333333,27.510666666666662,17.1,22.143333333333334,0
PL,Poland,2024,GE10,C28,2.55,14.129999999999999,,,39.88666666666667,27.732666666666667,20.409999999999997,25.226666666666667,5
