dataflow,last update,freq,size_emp,nace_r2,indic_is,unit,geo,year,value,obs_flag,conf_status,indicator_label,country
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,PT,2021,29.24,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,PT,2023,31.56,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,PT,2024,34.41,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,PT,2025,36.49,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SE,2021,19.16,,,Barrier: ethical considerations,Sweden
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SE,2023,25.29,b,,Barrier: ethical considerations,Sweden
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SE,2024,23.02,,,Barrier: ethical considerations,Sweden
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SE,2025,24.94,,,Barrier: ethical considerations,Sweden
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SI,2021,15.73,,,Barrier: ethical considerations,Slovenia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SI,2023,19.03,,,Barrier: ethical considerations,Slovenia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SI,2024,35.41,,,Barrier: ethical considerations,Slovenia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SI,2025,27.21,,,Barrier: ethical considerations,Slovenia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SK,2021,26.77,,,Barrier: ethical considerations,Slovakia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SK,2023,19.48,,,Barrier: ethical considerations,Slovakia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SK,2024,30.74,,,Barrier: ethical considerations,Slovakia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,SK,2025,17.14,,,Barrier: ethical considerations,Slovakia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,TR,2024,43.13,,,Barrier: ethical considerations,T?rkiye
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,TR,2025,43.96,,,Barrier: ethical considerations,T?rkiye
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,AT,2021,1.01,,,Barrier: ethical considerations,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,AT,2023,2.33,,,Barrier: ethical considerations,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,AT,2024,4.14,,,Barrier: ethical considerations,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,AT,2025,5.52,,,Barrier: ethical considerations,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,BE,2021,0.56,,,Barrier: ethical considerations,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,BE,2023,0.96,,,Barrier: ethical considerations,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,BE,2024,1.91,,,Barrier: ethical considerations,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,BE,2025,3.93,,,Barrier: ethical considerations,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,BG,2021,0.31,,,Barrier: ethical considerations,Bulgaria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,BG,2023,0.7,,,Barrier: ethical considerations,Bulgaria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,BG,2024,0.63,,,Barrier: ethical considerations,Bulgaria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,BG,2025,1.5,,,Barrier: ethical considerations,Bulgaria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,CY,2021,1.19,,,Barrier: ethical considerations,Cyprus
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,CY,2023,1.62,,,Barrier: ethical considerations,Cyprus
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,CY,2024,2.09,,,Barrier: ethical considerations,Cyprus
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,CY,2025,2.43,,,Barrier: ethical considerations,Cyprus
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,DE,2025,4.1,,,Barrier: ethical considerations,Germany
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,DK,2024,8.11,,,Barrier: ethical considerations,Denmark
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,DK,2025,7.26,,,Barrier: ethical considerations,Denmark
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EA,2023,1.63,,,Barrier: ethical considerations,Euro area
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EA,2024,2.82,,,Barrier: ethical considerations,Euro area
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EA,2025,3.5,,,Barrier: ethical considerations,Euro area
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EE,2021,1.5,,,Barrier: ethical considerations,Estonia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EE,2023,0.22,,,Barrier: ethical considerations,Estonia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EE,2024,1.48,,,Barrier: ethical considerations,Estonia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EL,2021,0.93,,,Barrier: ethical considerations,Greece
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EL,2023,2.47,,,Barrier: ethical considerations,Greece
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EL,2024,0.96,,,Barrier: ethical considerations,Greece
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EL,2025,3.55,,,Barrier: ethical considerations,Greece
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,ES,2021,0.71,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,ES,2023,0.98,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,ES,2024,1.3,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,ES,2025,2.89,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EU27_2020,2023,1.48,,,Barrier: ethical considerations,EU-27
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EU27_2020,2024,2.56,,,Barrier: ethical considerations,EU-27
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,EU27_2020,2025,3.18,,,Barrier: ethical considerations,EU-27
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,FI,2021,0.93,,,Barrier: ethical considerations,Finland
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,FI,2023,2.07,,,Barrier: ethical considerations,Finland
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,FI,2025,4.77,,,Barrier: ethical considerations,Finland
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,HR,2021,1.27,,,Barrier: ethical considerations,Croatia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,HR,2023,1.61,,,Barrier: ethical considerations,Croatia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,HR,2024,1.71,,,Barrier: ethical considerations,Croatia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,HR,2025,1.18,,,Barrier: ethical considerations,Croatia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,HU,2021,0.38,,,Barrier: ethical considerations,Hungary
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,HU,2023,1.19,,,Barrier: ethical considerations,Hungary
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,HU,2024,1.71,,,Barrier: ethical considerations,Hungary
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,HU,2025,2.65,,,Barrier: ethical considerations,Hungary
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,IT,2023,1.11,,,Barrier: ethical considerations,Italy
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,IT,2025,2.8,,,Barrier: ethical considerations,Italy
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,LT,2021,1.28,,,Barrier: ethical considerations,Lithuania
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,LT,2023,1.62,,,Barrier: ethical considerations,Lithuania
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,LT,2024,2.25,,,Barrier: ethical considerations,Lithuania
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,LU,2024,2.87,,,Barrier: ethical considerations,Luxembourg
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,LU,2025,4.99,,,Barrier: ethical considerations,Luxembourg
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,LV,2021,0.59,,,Barrier: ethical considerations,Latvia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,LV,2023,0.81,,,Barrier: ethical considerations,Latvia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,LV,2024,1.27,,,Barrier: ethical considerations,Latvia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,LV,2025,3.15,,,Barrier: ethical considerations,Latvia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,MT,2021,3.6,,,Barrier: ethical considerations,Malta
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,MT,2023,4.47,,,Barrier: ethical considerations,Malta
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,MT,2024,5.41,,,Barrier: ethical considerations,Malta
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,MT,2025,2.8,,,Barrier: ethical considerations,Malta
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,NL,2021,0.43,,,Barrier: ethical considerations,Netherlands
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,NL,2023,0.89,,,Barrier: ethical considerations,Netherlands
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,NL,2024,1.72,,,Barrier: ethical considerations,Netherlands
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,NL,2025,2.63,,,Barrier: ethical considerations,Netherlands
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,NO,2021,0.79,,,Barrier: ethical considerations,Norway
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,NO,2023,1.78,,,Barrier: ethical considerations,Norway
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,NO,2024,1.78,,,Barrier: ethical considerations,Norway
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,NO,2025,3.61,,,Barrier: ethical considerations,Norway
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,PL,2021,0.28,,,Barrier: ethical considerations,Poland
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,PL,2023,0.4,,,Barrier: ethical considerations,Poland
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,PL,2024,0.85,,,Barrier: ethical considerations,Poland
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,PL,2025,0.98,,,Barrier: ethical considerations,Poland
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,PT,2021,1.12,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,PT,2023,2.02,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,PT,2024,3.24,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,PT,2025,4.68,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SE,2021,1.17,,,Barrier: ethical considerations,Sweden
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SE,2023,1.64,b,,Barrier: ethical considerations,Sweden
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SE,2024,2.81,,,Barrier: ethical considerations,Sweden
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SE,2025,2.32,,,Barrier: ethical considerations,Sweden
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SI,2021,0.92,,,Barrier: ethical considerations,Slovenia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SI,2023,1.32,,,Barrier: ethical considerations,Slovenia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SI,2024,3.11,,,Barrier: ethical considerations,Slovenia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SI,2025,3.32,,,Barrier: ethical considerations,Slovenia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SK,2021,1.7,,,Barrier: ethical considerations,Slovakia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SK,2023,1.19,,,Barrier: ethical considerations,Slovakia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SK,2024,1.89,,,Barrier: ethical considerations,Slovakia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,SK,2025,1.64,,,Barrier: ethical considerations,Slovakia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,TR,2024,3.72,,,Barrier: ethical considerations,T?rkiye
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,TR,2025,4.08,,,Barrier: ethical considerations,T?rkiye
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,AT,2021,0.93,,,Barrier: ethical considerations,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,AT,2023,2.11,,,Barrier: ethical considerations,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,AT,2024,3.39,,,Barrier: ethical considerations,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,AT,2025,4.07,,,Barrier: ethical considerations,Austria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,BE,2021,0.52,,,Barrier: ethical considerations,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,BE,2023,0.86,,,Barrier: ethical considerations,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,BE,2024,1.51,,,Barrier: ethical considerations,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,BE,2025,2.8,,,Barrier: ethical considerations,Belgium
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,BG,2021,0.3,,,Barrier: ethical considerations,Bulgaria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,BG,2023,0.68,,,Barrier: ethical considerations,Bulgaria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,BG,2024,0.6,,,Barrier: ethical considerations,Bulgaria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,BG,2025,1.39,,,Barrier: ethical considerations,Bulgaria
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,CY,2021,1.16,,,Barrier: ethical considerations,Cyprus
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,CY,2023,1.56,,,Barrier: ethical considerations,Cyprus
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,CY,2024,1.96,,,Barrier: ethical considerations,Cyprus
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,CY,2025,2.24,,,Barrier: ethical considerations,Cyprus
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,DE,2025,3.15,,,Barrier: ethical considerations,Germany
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,DK,2024,6.2,,,Barrier: ethical considerations,Denmark
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,DK,2025,4.54,,,Barrier: ethical considerations,Denmark
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,EA,2023,1.49,,,Barrier: ethical considerations,Euro area
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,EA,2024,2.36,,,Barrier: ethical considerations,Euro area
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,EA,2025,2.82,,,Barrier: ethical considerations,Euro area
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,EE,2021,1.47,,,Barrier: ethical considerations,Estonia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,EE,2023,0.21,,,Barrier: ethical considerations,Estonia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,EE,2024,1.3,,,Barrier: ethical considerations,Estonia
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,EL,2021,0.91,,,Barrier: ethical considerations,Greece
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,EL,2023,2.38,,,Barrier: ethical considerations,Greece
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,EL,2024,0.87,,,Barrier: ethical considerations,Greece
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,10-49,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,EL,2025,3.29,,,Barrier: ethical considerations,Greece
