feature,importance
ai_industry__E_AI_TML,0.0235470969707681
ai_industry__E_AI_TNLG,0.0051065603278638
geo,0.0037176497538635
ai_industry__E_AI_CC,0.001845099843342
digital_foundation_index,0.0015031793467923
ai_industry__E_AI_CC1SI_DA,0.0012359210305805
year,0.0012349512760275
nace_r2,0.0011485791505067
