stage,model,coverage_threshold,feature_count,rows,group_count,r2_mean,r2_std,mae_mean,mae_std,note
stage1,ridge,0.1,25,544,36,0.8679582057636404,0.0452432843583312,1.834161397861314,0.3247335351347845,metrics recomputed
stage1,ridge,0.15,25,544,36,0.8679582057636404,0.0452432843583312,1.834161397861314,0.3247335351347845,metrics recomputed
stage1,ridge,0.25,25,544,36,0.8679582057636404,0.0452432843583312,1.834161397861314,0.3247335351347845,metrics recomputed
stage1,ridge,0.35,25,544,36,0.8679582057636404,0.0452432843583312,1.834161397861314,0.3247335351347845,metrics recomputed
stage1,ridge,0.5,23,544,36,0.8674664470000163,0.0423622222654775,1.8526860990890972,0.3553024064152946,metrics recomputed
stage2,extra_trees_cpu_research,0.15,67,5814,36,0.7112748287293084,0.008472637280748,2.066456420782982,0.1672073737776286,metrics recomputed
